year,name,rating,category,engine,detail_url
2023,BucciMoto FM20MX,-,Cross/motocross,150 ccm,https://bikez.com/motorcycles/buccimoto_fm20mx_2023.php
2023,California Scooter RX1E Electric,-,Touring,Electric,https://bikez.com/motorcycles/california_scooter_rx1e_electric_2023.php
2023,California Scooter RX4 Adventure,-,Allround,450 ccm,https://bikez.com/motorcycles/california_scooter_rx4_adventure_2023.php
2023,California Scooter SG250 Cafe Racer,-,Allround,230 ccm,https://bikez.com/motorcycles/california_scooter_sg250_cafe_racer_2023.php
2023,Can-Am Origin,-,Prototype/concept model,Electric,https://bikez.com/motorcycles/can-am_origin_2023.php
2023,Can-Am Pulse,-,Prototype/concept model,Electric,https://bikez.com/motorcycles/can-am_pulse_2023.php
2023,Can-Am Ryker 600,-,Touring,600 ccm,https://bikez.com/motorcycles/can-am_ryker_600_2023.php
2023,Can-Am Ryker 900,-,Touring,900 ccm,https://bikez.com/motorcycles/can-am_ryker_900_2023.php
2023,Can-Am Ryker Rally,-,Allround,900 ccm,https://bikez.com/motorcycles/can-am_ryker_rally_2023.php
2023,Can-Am Ryker Sport,-,Touring,900 ccm,https://bikez.com/motorcycles/can-am_ryker_sport_2023.php
2023,Can-Am Spyder F3,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_f3_2023.php
2023,Can-Am Spyder F3 Limited,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_f3_limited_2023.php
2023,Can-Am Spyder F3-S,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_f3-s_2023.php
2023,Can-Am Spyder F3-T,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_f3-t_2023.php
2023,Can-Am Spyder RT,-,Touring,1330 ccm,https://bikez.com/motorcycles/can-am_spyder_rt_2023.php
2023,Capirelli Bravo 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/capirelli_bravo_125_2023.php
2023,Capirelli Cappuchino 125,-,Scooter,125 ccm,https://bikez.com/motorcycles/capirelli_cappuchino_125_2023.php
2023,Capirelli Explorer 300T,-,Scooter,276 ccm,https://bikez.com/motorcycles/capirelli_explorer_300t_2023.php
2023,Capirelli Monza 125,-,Sport,125 ccm,https://bikez.com/motorcycles/capirelli_monza_125_2023.php
2023,CCM Classic Tracker,-,Naked bike,600 ccm,https://bikez.com/motorcycles/ccm_classic_tracker_2023.php
2023,CCM Herritage Classic Tracker,-,Naked bike,600 ccm,https://bikez.com/motorcycles/ccm_herritage_classic_tracker_2023.php
2023,CCM Six,-,Naked bike,600 ccm,https://bikez.com/motorcycles/ccm_six_2023.php
2023,CCM Street Tracker,-,Naked bike,600 ccm,https://bikez.com/motorcycles/ccm_street_tracker_2023.php
2023,CF Moto 300SS,-,Sport,292 ccm,https://bikez.com/motorcycles/cf_moto_300ss_2023.php
2023,CF Moto 450SS,-,Sport,450 ccm,https://bikez.com/motorcycles/cf_moto_450ss_2023.php
2023,CF Moto 700CL-X Heritage,-,Allround,693 ccm,https://bikez.com/motorcycles/cf_moto_700cl-x_heritage_2023.php
2023,CF Moto 800 Adventura Street,-,Super motard,799 ccm,https://bikez.com/motorcycles/cf_moto_800_adventura_street_2023.php
2023,CF Moto 800 Adventura Terrain,Show rating,Enduro/offroad,799 ccm,https://bikez.com/motorcycles/cf_moto_800_adventura_terrain_2023.php
2023,CF Moto Ibex 800 S,-,Super motard,799 ccm,https://bikez.com/motorcycles/cf_moto_ibex_800_s_2023.php
2023,CF Moto Ibex 800 T,-,Touring,799 ccm,https://bikez.com/motorcycles/cf_moto_ibex_800_t_2023.php
2023,CF Moto NK-C22 Concept,-,Prototype/concept model,799 ccm,https://bikez.com/motorcycles/cf_moto_nk-c22_concept_2023.php
2023,CF Moto Papio,-,"Minibike, sport",126 ccm,https://bikez.com/motorcycles/cf_moto_papio_2023.php
2023,Christini AWD 300 E,-,Enduro/offroad,300 ccm,https://bikez.com/motorcycles/christini_awd_300_e_2023.php
2023,Christini E-ATV,-,ATV,Electric,https://bikez.com/motorcycles/christini_e-atv_2023.php
2023,Christini Hybrid E-ATV,-,ATV,150 ccm,https://bikez.com/motorcycles/christini_hybrid_e-atv_2023.php
2023,Cleveland Ace Scrambler,-,Classic,249 ccm,https://bikez.com/motorcycles/cleveland_ace_scrambler_2023.php
2023,Cleveland Misfit 2,-,Allround,229 ccm,https://bikez.com/motorcycles/cleveland_misfit_2_2023.php
2023,Cobra CX50 JR,-,"Minibike, cross",50 ccm,https://bikez.com/motorcycles/cobra_cx50_jr_2023.php
2023,Cobra CX50e,-,"Minibike, cross",Electric,https://bikez.com/motorcycles/cobra_cx50e_2023.php
2023,Cobra CX50SRX FWE,-,"Minibike, cross",50 ccm,https://bikez.com/motorcycles/cobra_cx50srx_fwe_2023.php
2023,Cobra CX50SRX King,-,"Minibike, cross",50 ccm,https://bikez.com/motorcycles/cobra_cx50srx_king_2023.php
2023,Cobra CX65,-,"Minibike, cross",65 ccm,https://bikez.com/motorcycles/cobra_cx65_2023.php
2023,Combat Motors Wraith,-,Naked bike,2163 ccm,https://bikez.com/motorcycles/combat_motors_wraith_2023.php
2023,Curtiss 1 Electric,-,Prototype/concept model,Electric,https://bikez.com/motorcycles/curtiss_1_electric_2023.php
2023,Dafra Apache RTR 200,-,Sport,198 ccm,https://bikez.com/motorcycles/dafra_apache_rtr_200_2023.php
2023,Dafra Citycom HD 300,-,Scooter,278 ccm,https://bikez.com/motorcycles/dafra_citycom_hd_300_2023.php
2023,Damon Hyperfighter Unlimited 20,-,Naked bike,Electric,https://bikez.com/motorcycles/damon_hyperfighter_unlimited_20_2023.php
2023,Damon Hypersport HS,-,Sport,Electric,https://bikez.com/motorcycles/damon_hypersport_hs_2023.php
2023,Damon Hypersport Premier,-,Sport,Electric,https://bikez.com/motorcycles/damon_hypersport_premier_2023.php
2023,Damon Hypersport SX,-,Sport,Electric,https://bikez.com/motorcycles/damon_hypersport_sx_2023.php
2023,Davinci DC Classic,-,Sport,Electric,https://bikez.com/motorcycles/davinci_dc_classic_2023.php
2023,Davinci DC100,-,Sport,Electric,https://bikez.com/motorcycles/davinci_dc100_2023.php
2023,Di Blasi Express 50,-,"Minibike, sport",50 ccm,https://bikez.com/motorcycles/di_blasi_express_50_2023.php
2023,Docker Alpha S50,-,Scooter,48 ccm,https://bikez.com/motorcycles/docker_alpha_s50_2023.php
2023,Docker C50 Nouvelle,Show rating,Scooter,49 ccm,https://bikez.com/motorcycles/docker_c50_nouvelle_2023.php
2023,Ducati DesertX,-,Enduro/offroad,937 ccm,https://bikez.com/motorcycles/ducati_desertx_2023.php
2023,Ducati Diavel V4,-,Naked bike,1158 ccm,https://bikez.com/motorcycles/ducati_diavel_v4_2023.php
2023,Ducati Hypermotard 950,-,Super motard,937 ccm,https://bikez.com/motorcycles/ducati_hypermotard_950_2023.php
2023,Ducati Hypermotard 950 RVE,-,Super motard,937 ccm,https://bikez.com/motorcycles/ducati_hypermotard_950_rve_2023.php
2023,Ducati Hypermotard 950 SP,-,Super motard,937 ccm,https://bikez.com/motorcycles/ducati_hypermotard_950_sp_2023.php
2023,Ducati Monster,-,Naked bike,937 ccm,https://bikez.com/motorcycles/ducati_monster_2023.php
2023,Ducati Monster Plus,-,Naked bike,937 ccm,https://bikez.com/motorcycles/ducati_monster_plus_2023.php
2023,Ducati Monster SP,-,Naked bike,937 ccm,https://bikez.com/motorcycles/ducati_monster_sp_2023.php
2023,Ducati Multistrada V2,-,Sport,937 ccm,https://bikez.com/motorcycles/ducati_multistrada_v2_2023.php
2023,Ducati Multistrada V2 S,-,Sport,937 ccm,https://bikez.com/motorcycles/ducati_multistrada_v2_s_2023.php
2023,Ducati Multistrada V4,-,Sport,1158 ccm,https://bikez.com/motorcycles/ducati_multistrada_v4_2023.php
2023,Ducati Multistrada V4 Pikes Peak,Show rating,Sport,1158 ccm,https://bikez.com/motorcycles/ducati_multistrada_v4_pikes_peak_2023.php
2023,Ducati Multistrada V4 Rally,-,Enduro/offroad,1158 ccm,https://bikez.com/motorcycles/ducati_multistrada_v4_rally_2023.php
2023,Ducati Multistrada V4S,-,Allround,1158 ccm,https://bikez.com/motorcycles/ducati_multistrada_v4s_2023.php
2023,Ducati Multistrada V4S Sport,-,Allround,1158 ccm,https://bikez.com/motorcycles/ducati_multistrada_v4s_sport_2023.php
2023,Ducati Panigale V2,Show rating,Sport,955 ccm,https://bikez.com/motorcycles/ducati_panigale_v2_2023.php
2023,Ducati Panigale V2 Bayliss,-,Sport,955 ccm,https://bikez.com/motorcycles/ducati_panigale_v2_bayliss_2023.php
2023,Ducati Panigale V4,-,Sport,1103 ccm,https://bikez.com/motorcycles/ducati_panigale_v4_2023.php
2023,Ducati Panigale V4 R,-,Sport,998 ccm,https://bikez.com/motorcycles/ducati_panigale_v4_r_2023.php
2023,Ducati Panigale V4 S,-,Sport,1103 ccm,https://bikez.com/motorcycles/ducati_panigale_v4_s_2023.php
2023,Ducati Panigale V4 SP2,Show rating,Sport,1103 ccm,https://bikez.com/motorcycles/ducati_panigale_v4_sp2_2023.php
2023,Ducati Scrambler Full Throttle,-,Allround,803 ccm,https://bikez.com/motorcycles/ducati_scrambler_full_throttle_2023.php
2023,Ducati Scrambler Icon,-,Allround,803 ccm,https://bikez.com/motorcycles/ducati_scrambler_icon_2023.php
2023,Ducati Scrambler Nightshift,-,Naked bike,803 ccm,https://bikez.com/motorcycles/ducati_scrambler_nightshift_2023.php
2023,Ducati Streetfighter V2,-,Naked bike,955 ccm,https://bikez.com/motorcycles/ducati_streetfighter_v2_2023.php
2023,Ducati Streetfighter V4,-,Naked bike,1103 ccm,https://bikez.com/motorcycles/ducati_streetfighter_v4_2023.php
2023,Ducati Streetfighter V4 Lamborghini,-,Naked bike,1103 ccm,https://bikez.com/motorcycles/ducati_streetfighter_v4_lamborghini_2023.php
2023,Ducati Streetfighter V4 S,-,Naked bike,1103 ccm,https://bikez.com/motorcycles/ducati_streetfighter_v4_s_2023.php
2023,Ducati Streetfighter V4 SP2,-,Naked bike,1103 ccm,https://bikez.com/motorcycles/ducati_streetfighter_v4_sp2_2023.php
2023,Ducati Superleggera V4,-,Naked bike,998 ccm,https://bikez.com/motorcycles/ducati_superleggera_v4_2023.php
2023,Ducati Supersport 950,-,Sport,937 ccm,https://bikez.com/motorcycles/ducati_supersport_950_2023.php
2023,Ducati Supersport 950 S,-,Sport,937 ccm,https://bikez.com/motorcycles/ducati_supersport_950_s_2023.php
2023,Ducati V21L,-,Prototype/concept model,Electric,https://bikez.com/motorcycles/ducati_v21l_2023.php
2023,Ducati XDiavel Dark,-,Sport,1262 ccm,https://bikez.com/motorcycles/ducati_xdiavel_dark_2023.php
2023,Ducati XDiavel Nera,-,Sport,1262 ccm,https://bikez.com/motorcycles/ducati_xdiavel_nera_2023.php
2023,Ducati XDiavel S,-,Sport,1262 ccm,https://bikez.com/motorcycles/ducati_xdiavel_s_2023.php
2023,E-Racer Bestial-E,-,Naked bike,Electric,https://bikez.com/motorcycles/e-racer_bestial-e_2023.php
2023,Ebretti 318,-,Scooter,Electric,https://bikez.com/motorcycles/ebretti_318_2023.php
2023,Eccity Cargo 3,-,Scooter,Electric,https://bikez.com/motorcycles/eccity_cargo_3_2023.php
2023,Ecooter E5,-,Scooter,Electric,https://bikez.com/motorcycles/ecooter_e5_2023.php
2023,Electric Motion Epure,-,Trial,Electric,https://bikez.com/motorcycles/electric_motion_epure_2023.php
2023,Electric Motion Escape,-,Enduro/offroad,Electric,https://bikez.com/motorcycles/electric_motion_escape_2023.php
2023,emco Retro Nova R 3000,-,Scooter,Electric,https://bikez.com/motorcycles/emco_retro_nova_r_3000_2023.php
2023,Energica Ego,-,Sport,Electric,https://bikez.com/motorcycles/energica_ego_2023.php
2023,Energica Ego Plus,-,Sport,Electric,https://bikez.com/motorcycles/energica_ego_plus_2023.php
2023,Energica Ego Plus RS,-,Sport,Electric,https://bikez.com/motorcycles/energica_ego_plus_rs_2023.php
2023,Energica Eva Esse Esse 9,-,Sport,Electric,https://bikez.com/motorcycles/energica_eva_esse_esse_9_2023.php
2023,Energica Eva EsseEsse Plus 9 RS,-,Sport,Electric,https://bikez.com/motorcycles/energica_eva_esseesse_plus_9_rs_2023.php
2023,Energica Eva Ribelle,-,Naked bike,Electric,https://bikez.com/motorcycles/energica_eva_ribelle_2023.php
2023,Energica Eva Ribelle RS,-,Naked bike,Electric,https://bikez.com/motorcycles/energica_eva_ribelle_rs_2023.php
2023,Energica Experia,-,Touring,Electric,https://bikez.com/motorcycles/energica_experia_2023.php
2023,Enfield Classic 350,-,Classic,349 ccm,https://bikez.com/motorcycles/enfield_classic_350_2023.php
2023,Enfield Continental GT 650,-,Classic,648 ccm,https://bikez.com/motorcycles/enfield_continental_gt_650_2023.php
2023,Enfield Himalayan,Show rating,Enduro/offroad,411 ccm,https://bikez.com/motorcycles/enfield_himalayan_2023.php
2023,Enfield HNTR 350,-,Classic,349 ccm,https://bikez.com/motorcycles/enfield_hntr_350_2023.php
2023,Enfield Interceptor 650,-,Classic,648 ccm,https://bikez.com/motorcycles/enfield_interceptor_650_2023.php
2023,Enfield Meteor 350,-,Classic,349 ccm,https://bikez.com/motorcycles/enfield_meteor_350_2023.php
2023,Enfield Scram 411,-,Classic,411 ccm,https://bikez.com/motorcycles/enfield_scram_411_2023.php
2023,Enfield Super Meteor 650,-,Classic,648 ccm,https://bikez.com/motorcycles/enfield_super_meteor_650_2023.php
2023,Evolet Raptor,-,Scooter,Electric,https://bikez.com/motorcycles/evolet_raptor_2023.php
2023,Exile Cycles Bar Hopper,-,Custom/cruiser,1311 ccm,https://bikez.com/motorcycles/exile_cycles_bar_hopper_2023.php
2023,Factory Bike J11,-,Cross/motocross,250 ccm,https://bikez.com/motorcycles/factory_bike_j11_2023.php
2023,Factory Bike Joker S25,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/factory_bike_joker_s25_2023.php
2023,Factory Bike Kenny 400,-,Sport,400 ccm,https://bikez.com/motorcycles/factory_bike_kenny_400_2023.php
2023,Factory Bike La Bestia,-,Naked bike,400 ccm,https://bikez.com/motorcycles/factory_bike_la_bestia_2023.php
2023,Factory Bike M4F,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/factory_bike_m4f_2023.php
2023,Factory Bike M55,-,"Minibike, cross",55 ccm,https://bikez.com/motorcycles/factory_bike_m55_2023.php
2023,Factory Bike MX55,-,"Minibike, cross",55 ccm,https://bikez.com/motorcycles/factory_bike_mx55_2023.php
2023,Factory Bike MXF,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/factory_bike_mxf_2023.php
2023,Fantic Caballero Deluxe 500,-,Enduro/offroad,449 ccm,https://bikez.com/motorcycles/fantic_caballero_deluxe_500_2023.php
2023,Fantic Caballero Explorer 500,-,Enduro/offroad,449 ccm,https://bikez.com/motorcycles/fantic_caballero_explorer_500_2023.php
2023,Fantic Caballero Flat Track 500,-,Allround,449 ccm,https://bikez.com/motorcycles/fantic_caballero_flat_track_500_2023.php
2023,Fantic Caballero Scrambler 500,-,Enduro/offroad,449 ccm,https://bikez.com/motorcycles/fantic_caballero_scrambler_500_2023.php
2023,Fantic XE 50 Competition,-,Enduro/offroad,49 ccm,https://bikez.com/motorcycles/fantic_xe_50_competition_2023.php
2023,Fantic XE 50 Performance,-,Enduro/offroad,49 ccm,https://bikez.com/motorcycles/fantic_xe_50_performance_2023.php
2023,Fantic XEF 450 Rally,-,Enduro/offroad,450 ccm,https://bikez.com/motorcycles/fantic_xef_450_rally_2023.php
2023,Fantic XEF 450 Rally Factory,-,Enduro/offroad,450 ccm,https://bikez.com/motorcycles/fantic_xef_450_rally_factory_2023.php
2023,Fantic XM 50 Competition,-,Super motard,49 ccm,https://bikez.com/motorcycles/fantic_xm_50_competition_2023.php
2023,Fantic XM 50 Performance,-,Super motard,49 ccm,https://bikez.com/motorcycles/fantic_xm_50_performance_2023.php
2023,Fantic XMF 125 Competition,-,Super motard,125 ccm,https://bikez.com/motorcycles/fantic_xmf_125_competition_2023.php
2023,Fantic XX 125,-,Cross/motocross,125 ccm,https://bikez.com/motorcycles/fantic_xx_125_2023.php
2023,FB Mondial HPS 125,-,Allround,124 ccm,https://bikez.com/motorcycles/fb_mondial_hps_125_2023.php
2023,FB Mondial HPS 300,-,Allround,249 ccm,https://bikez.com/motorcycles/fb_mondial_hps_300_2023.php
2023,Felo FW-06,-,Scooter,Electric,https://bikez.com/motorcycles/felo_fw-06_2023.php
2023,FGR Midalu 2500,-,Naked bike,2442 ccm,https://bikez.com/motorcycles/fgr_midalu_2500_2023.php
2023,GAS GAS 12eDrive,-,"Minibike, cross",Electric,https://bikez.com/motorcycles/gas_gas_12edrive_2023.php
2023,GAS GAS 450 SMR,-,Super motard,450 ccm,https://bikez.com/motorcycles/gas_gas_450_smr_2023.php
2023,GAS GAS EC 250,-,Enduro/offroad,249 ccm,https://bikez.com/motorcycles/gas_gas_ec_250_2023.php
2023,GAS GAS EC 250F,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/gas_gas_ec_250f_2023.php
2023,GAS GAS EC 300,-,Enduro/offroad,293 ccm,https://bikez.com/motorcycles/gas_gas_ec_300_2023.php
2023,GAS GAS EC 350F,-,Enduro/offroad,350 ccm,https://bikez.com/motorcycles/gas_gas_ec_350f_2023.php
2023,GAS GAS ES 700,-,Enduro/offroad,693 ccm,https://bikez.com/motorcycles/gas_gas_es_700_2023.php
2023,GAS GAS EX 250,-,Enduro/offroad,249 ccm,https://bikez.com/motorcycles/gas_gas_ex_250_2023.php
2023,GAS GAS EX 250F,-,Enduro/offroad,250 ccm,https://bikez.com/motorcycles/gas_gas_ex_250f_2023.php
2023,GAS GAS EX 300,-,Enduro/offroad,293 ccm,https://bikez.com/motorcycles/gas_gas_ex_300_2023.php
2023,GAS GAS EX 350F,-,Enduro/offroad,350 ccm,https://bikez.com/motorcycles/gas_gas_ex_350f_2023.php
2023,GAS GAS EX 450F,-,Enduro/offroad,450 ccm,https://bikez.com/motorcycles/gas_gas_ex_450f_2023.php
2023,GAS GAS MC 125,-,Cross/motocross,125 ccm,https://bikez.com/motorcycles/gas_gas_mc_125_2023.php
2023,GAS GAS MC 250,-,Cross/motocross,249 ccm,https://bikez.com/motorcycles/gas_gas_mc_250_2023.php
2023,GAS GAS MC 250F,-,Cross/motocross,250 ccm,https://bikez.com/motorcycles/gas_gas_mc_250f_2023.php
2023,GAS GAS MC 350F,-,Cross/motocross,350 ccm,https://bikez.com/motorcycles/gas_gas_mc_350f_2023.php
2023,GAS GAS MC 450F,-,Cross/motocross,450 ccm,https://bikez.com/motorcycles/gas_gas_mc_450f_2023.php
2023,GAS GAS MC 450F Factory,-,Cross/motocross,450 ccm,https://bikez.com/motorcycles/gas_gas_mc_450f_factory_2023.php
2023,GAS GAS MC 450F Troy Lee Designs,-,Cross/motocross,450 ccm,https://bikez.com/motorcycles/gas_gas_mc_450f_troy_lee_designs_2023.php
2023,GAS GAS MC 50,-,"Minibike, cross",49 ccm,https://bikez.com/motorcycles/gas_gas_mc_50_2023.php
2023,GAS GAS MC 65,-,"Minibike, cross",65 ccm,https://bikez.com/motorcycles/gas_gas_mc_65_2023.php
2023,GAS GAS MC 85 17-14,-,Cross/motocross,85 ccm,https://bikez.com/motorcycles/gas_gas_mc_85_17-14_2023.php
2023,GAS GAS MC 85 19-16,-,Cross/motocross,85 ccm,https://bikez.com/motorcycles/gas_gas_mc_85_19-16_2023.php
2023,GAS GAS MC-E 3,-,"Minibike, cross",Electric,https://bikez.com/motorcycles/gas_gas_mc-e_3_2023.php
2023,GAS GAS MC-E 5,-,"Minibike, cross",Electric,https://bikez.com/motorcycles/gas_gas_mc-e_5_2023.php
2023,GAS GAS RX 450F Replica,-,Enduro/offroad,450 ccm,https://bikez.com/motorcycles/gas_gas_rx_450f_replica_2023.php
2023,GAS GAS SM 700 R,-,Super motard,693 ccm,https://bikez.com/motorcycles/gas_gas_sm_700_r_2023.php
2023,GAS GAS TXT 125 Racing,-,Trial,125 ccm,https://bikez.com/motorcycles/gas_gas_txt_125_racing_2023.php
2023,GAS GAS TXT 280 Racing,-,Trial,272 ccm,https://bikez.com/motorcycles/gas_gas_txt_280_racing_2023.php
2023,GAS GAS TXT GP 250,-,Trial,248 ccm,https://bikez.com/motorcycles/gas_gas_txt_gp_250_2023.php
2023,GAS GAS TXT GP 300,-,Trial,294 ccm,https://bikez.com/motorcycles/gas_gas_txt_gp_300_2023.php
2023,GAS GAS TXT Racing 250,-,Trial,248 ccm,https://bikez.com/motorcycles/gas_gas_txt_racing_250_2023.php
2023,GAS GAS TXT Racing 300,-,Trial,294 ccm,https://bikez.com/motorcycles/gas_gas_txt_racing_300_2023.php
2023,Genata XrN,-,Naked bike,125 ccm,https://bikez.com/motorcycles/genata_xrn_2023.php
2023,Genuine Scooter G400C,-,Allround,397 ccm,https://bikez.com/motorcycles/genuine_scooter_g400c_2023.php
2023,Geon Dakar 250 GNX,-,Enduro/offroad,223 ccm,https://bikez.com/motorcycles/geon_dakar_250_gnx_2023.php
2023,Ghezzi-Brian Furia,-,Naked bike,1064 ccm,https://bikez.com/motorcycles/ghezzi-brian_furia_2023.php
2023,Gibbs Biski,-,Enduro/offroad,498 ccm,https://bikez.com/motorcycles/gibbs_biski_2023.php
2023,Goes Copper 2.0,-,ATV,176 ccm,https://bikez.com/motorcycles/goes_copper_20_2023.php
2023,Goes Iron 450,-,ATV,398 ccm,https://bikez.com/motorcycles/goes_iron_450_2023.php
2023,Goes Space 2.0,-,ATV,110 ccm,https://bikez.com/motorcycles/goes_space_20_2023.php
2023,Goes Xwolf 700,-,ATV,686 ccm,https://bikez.com/motorcycles/goes_xwolf_700_2023.php
2023,Gogoro S1,-,Scooter,Electric,https://bikez.com/motorcycles/gogoro_s1_2023.php
2023,Gogoro SuperSport Ace,-,Scooter,Electric,https://bikez.com/motorcycles/gogoro_supersport_ace_2023.php
2023,Gogoro Viva,-,Scooter,Electric,https://bikez.com/motorcycles/gogoro_viva_2023.php
2023,Govecs Flex Sharing,-,Scooter,Electric,https://bikez.com/motorcycles/govecs_flex_sharing_2023.php
2023,GPX Moto FSE 250E,Show rating,Enduro/offroad,249 ccm,https://bikez.com/motorcycles/gpx_moto_fse_250e_2023.php
2023,GPX Moto FSE 300R,-,Enduro/offroad,298 ccm,https://bikez.com/motorcycles/gpx_moto_fse_300r_2023.php
2023,GPX Moto FSE 450R,-,Enduro/offroad,449 ccm,https://bikez.com/motorcycles/gpx_moto_fse_450r_2023.php
2023,GPX Moto Kove FSE 450R Rally,-,Enduro/offroad,449 ccm,https://bikez.com/motorcycles/gpx_moto_kove_fse_450r_rally_2023.php
2023,GPX Moto TSE 250R,-,Enduro/offroad,224 ccm,https://bikez.com/motorcycles/gpx_moto_tse_250r_2023.php
2023,GRC Moto GP12R,-,"Minibike, sport",160 ccm,https://bikez.com/motorcycles/grc_moto_gp12r_2023.php
2023,GreenTrans EM100 Super,-,Scooter,Electric,https://bikez.com/motorcycles/greentrans_em100_super_2023.php
2023,GreenTrans EM25 Bobe,-,Scooter,Electric,https://bikez.com/motorcycles/greentrans_em25_bobe_2023.php
2023,Hadin Panther,-,Custom/cruiser,Electric,https://bikez.com/motorcycles/hadin_panther_2023.php
2023,Hanway B40,-,Custom/cruiser,389 ccm,https://bikez.com/motorcycles/hanway_b40_2023.php
2023,Hanway B50,-,Custom/cruiser,498 ccm,https://bikez.com/motorcycles/hanway_b50_2023.php
2023,Haojin HJ150T-A,-,Scooter,149 ccm,https://bikez.com/motorcycles/haojin_hj150t-a_2023.php
